maintenance_id,equipment_id,building_id,maintenance_date,maintenance_type,work_order_status,downtime_hours,cost_vnd,technician_team,data_origin
MT00207,EQ01416,BLD090,2025-07-10,Preventive,Open,11.9,8050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00208,EQ00194,BLD014,2025-05-05,Cleaning,In Progress,11.9,20800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00209,EQ00996,BLD064,2026-01-28,Cleaning,In Progress,11.6,5750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00210,EQ01145,BLD073,2025-01-17,Corrective,Completed,0.9,24950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00211,EQ01658,BLD105,2025-01-07,Corrective,Open,3.2,19950000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00212,EQ01591,BLD101,2026-03-23,Inspection,Completed,0.1,19300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00213,EQ00038,BLD003,2025-01-03,Calibration,Open,7.4,24550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00214,EQ00497,BLD032,2026-07-08,Corrective,Completed,3.2,800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00215,EQ01446,BLD092,2025-06-28,Calibration,In Progress,7.9,22650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00216,EQ01285,BLD082,2026-07-25,Corrective,In Progress,11.2,19550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00217,EQ01504,BLD096,2026-03-01,Corrective,Completed,0.8,500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00218,EQ00452,BLD029,2025-02-03,Cleaning,Open,8.3,7250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00219,EQ01540,BLD098,2026-05-31,Preventive,In Progress,2.5,21150000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00220,EQ01388,BLD088,2026-08-11,Inspection,Completed,8.3,5850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00221,EQ00517,BLD034,2026-08-13,Calibration,Completed,9.0,20000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00222,EQ01864,BLD117,2026-06-17,Cleaning,Completed,10.8,900000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00223,EQ01895,BLD119,2025-09-08,Inspection,Completed,2.3,2450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00224,EQ01347,BLD086,2026-05-07,Calibration,Open,11.3,6150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00225,EQ01807,BLD114,2025-11-13,Calibration,Completed,9.9,12300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00226,EQ00225,BLD015,2025-07-29,Cleaning,Completed,7.2,17900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00227,EQ00401,BLD026,2025-05-24,Preventive,Completed,6.3,400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00228,EQ01689,BLD107,2025-12-31,Inspection,Completed,11.7,20750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00229,EQ01605,BLD102,2026-06-15,Cleaning,Completed,6.0,200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00230,EQ01821,BLD115,2025-12-26,Preventive,Completed,5.1,3650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00231,EQ00709,BLD046,2026-01-15,Preventive,Completed,9.6,8250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00232,EQ00827,BLD053,2026-01-12,Inspection,Open,11.3,13950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00233,EQ01698,BLD108,2025-10-18,Preventive,Open,9.1,10850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00234,EQ00239,BLD016,2026-08-13,Cleaning,Completed,6.6,22700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00235,EQ00057,BLD004,2025-12-05,Preventive,Open,2.4,6600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00236,EQ00652,BLD042,2025-08-07,Cleaning,In Progress,9.9,10400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00237,EQ00390,BLD026,2026-09-05,Corrective,Open,12.0,1850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00238,EQ00444,BLD029,2025-01-28,Calibration,In Progress,5.3,12250000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00239,EQ00163,BLD012,2025-12-14,Preventive,Completed,0.0,17350000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00240,EQ00193,BLD014,2026-02-01,Inspection,Completed,6.9,8150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00241,EQ01199,BLD077,2025-02-02,Corrective,Completed,10.1,14650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00242,EQ01691,BLD108,2025-12-19,Corrective,Completed,5.0,5300000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00243,EQ00197,BLD014,2025-02-08,Calibration,Completed,6.8,6650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00244,EQ01593,BLD101,2026-03-30,Inspection,Open,5.8,22150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00245,EQ01093,BLD070,2026-02-16,Calibration,Completed,11.7,4000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00246,EQ01055,BLD068,2026-01-14,Calibration,Completed,9.0,23600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00247,EQ01336,BLD086,2025-01-25,Corrective,Completed,11.9,13750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00248,EQ00092,BLD006,2025-06-10,Corrective,Completed,3.2,21150000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00249,EQ01144,BLD073,2026-03-08,Calibration,Open,4.8,13600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00250,EQ01367,BLD087,2025-12-02,Inspection,Completed,8.2,550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00251,EQ00224,BLD015,2025-04-28,Calibration,Completed,8.2,10100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00252,EQ00036,BLD003,2025-01-14,Preventive,Completed,2.9,5100000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00253,EQ00392,BLD026,2025-01-26,Cleaning,Open,10.2,9000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00254,EQ01013,BLD064,2025-02-04,Inspection,Open,10.1,16100000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00255,EQ01436,BLD092,2025-02-26,Inspection,Completed,9.2,17050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00256,EQ01317,BLD084,2025-08-18,Corrective,In Progress,7.5,3000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00257,EQ01500,BLD095,2026-02-17,Cleaning,Completed,9.1,1450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00258,EQ01544,BLD098,2025-09-16,Inspection,Completed,0.2,800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00259,EQ01453,BLD092,2025-06-18,Cleaning,Completed,5.1,7700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00260,EQ00115,BLD008,2026-08-05,Corrective,In Progress,3.8,21000000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00261,EQ00606,BLD039,2025-03-08,Calibration,Completed,3.8,14600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00262,EQ00176,BLD013,2026-06-06,Calibration,Open,11.0,17800000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00263,EQ01609,BLD102,2026-09-01,Preventive,Open,4.1,17900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00264,EQ01201,BLD077,2025-07-15,Inspection,Completed,10.8,11400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00265,EQ00738,BLD047,2025-08-09,Corrective,Completed,10.4,14950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00266,EQ00884,BLD057,2026-04-05,Cleaning,Completed,10.3,22350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00267,EQ01334,BLD085,2025-01-07,Calibration,Completed,3.0,11600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00268,EQ00159,BLD011,2025-09-01,Calibration,Open,2.4,250000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00269,EQ01159,BLD074,2026-03-22,Inspection,In Progress,1.9,1150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00270,EQ01390,BLD088,2025-10-25,Corrective,Completed,1.0,17050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00271,EQ00639,BLD042,2025-09-28,Calibration,Completed,6.1,14750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00272,EQ00943,BLD060,2025-03-30,Inspection,Open,6.8,13800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00273,EQ01020,BLD065,2025-08-19,Calibration,In Progress,3.8,17600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00274,EQ00069,BLD005,2025-04-20,Corrective,Open,11.2,2850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00275,EQ00130,BLD009,2025-08-15,Corrective,Open,2.2,21000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00276,EQ01881,BLD118,2025-03-20,Preventive,In Progress,1.7,24050000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00277,EQ00176,BLD013,2025-10-26,Preventive,In Progress,3.4,15750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00278,EQ00137,BLD010,2026-06-25,Corrective,In Progress,7.9,24650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00279,EQ00061,BLD004,2026-06-14,Inspection,Completed,9.7,16050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00280,EQ00566,BLD037,2025-09-05,Cleaning,Completed,6.2,15700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00281,EQ00893,BLD057,2026-06-09,Inspection,Completed,0.8,19400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00282,EQ00230,BLD015,2025-11-27,Calibration,Completed,2.2,13800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00283,EQ00021,BLD002,2025-03-01,Cleaning,Completed,5.6,16850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00284,EQ00816,BLD053,2026-06-30,Preventive,Completed,11.2,12650000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00285,EQ00019,BLD001,2025-07-03,Inspection,Completed,5.0,14700000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00286,EQ01681,BLD107,2026-06-17,Calibration,Completed,7.8,7500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00287,EQ00748,BLD048,2026-06-12,Preventive,Completed,4.4,8400000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00288,EQ01074,BLD068,2025-07-21,Calibration,Completed,10.5,23850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00289,EQ01097,BLD070,2026-02-11,Calibration,In Progress,7.6,16200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00290,EQ00605,BLD039,2025-11-11,Calibration,Completed,4.4,4650000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00291,EQ01069,BLD068,2025-12-20,Preventive,Completed,3.7,4900000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00292,EQ01683,BLD107,2025-03-29,Calibration,Completed,10.5,2400000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00293,EQ01847,BLD116,2025-06-11,Cleaning,Completed,4.5,23100000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00294,EQ01003,BLD064,2026-02-09,Inspection,In Progress,1.2,5350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00295,EQ00033,BLD002,2025-09-16,Preventive,In Progress,4.9,9450000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00296,EQ01844,BLD116,2026-02-09,Calibration,In Progress,9.6,5900000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00297,EQ00510,BLD033,2025-12-03,Cleaning,Completed,8.6,21450000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00298,EQ01182,BLD076,2025-08-28,Cleaning,Completed,7.9,4150000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00299,EQ00067,BLD005,2025-06-27,Cleaning,Completed,0.2,10750000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00300,EQ00187,BLD013,2025-12-31,Calibration,Completed,3.7,17050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00301,EQ00418,BLD028,2025-08-17,Cleaning,In Progress,1.5,14700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00302,EQ00954,BLD061,2025-06-01,Inspection,Open,3.7,22250000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00303,EQ01912,BLD120,2026-01-25,Corrective,Open,1.6,14700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00304,EQ01352,BLD086,2025-08-31,Calibration,Completed,9.0,11750000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00305,EQ01257,BLD080,2026-01-09,Cleaning,In Progress,10.3,24700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00306,EQ00235,BLD016,2025-08-06,Inspection,Completed,9.1,6600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00307,EQ01670,BLD106,2026-02-17,Preventive,Completed,8.5,12200000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00308,EQ00447,BLD029,2025-09-13,Corrective,Open,1.6,10200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00309,EQ01439,BLD092,2026-08-15,Cleaning,Open,5.3,14350000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00310,EQ01408,BLD090,2026-08-05,Cleaning,Completed,9.7,2950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00311,EQ00305,BLD020,2025-05-07,Inspection,Completed,6.0,200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00312,EQ00685,BLD044,2025-04-18,Preventive,Open,3.7,19950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00313,EQ01490,BLD095,2026-01-02,Inspection,In Progress,5.6,9850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00314,EQ00502,BLD032,2025-01-22,Corrective,Completed,3.7,11400000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00315,EQ01873,BLD118,2026-07-07,Inspection,Completed,6.1,20650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00316,EQ00385,BLD025,2026-05-04,Cleaning,In Progress,9.4,6500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00317,EQ01187,BLD076,2025-05-30,Corrective,Open,2.2,15950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00318,EQ00705,BLD046,2025-11-19,Inspection,In Progress,6.9,11950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00319,EQ01859,BLD117,2026-03-26,Inspection,Completed,0.2,350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00320,EQ01858,BLD117,2025-04-06,Inspection,Completed,4.4,22150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00321,EQ00082,BLD006,2026-05-04,Inspection,Open,11.3,1800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00322,EQ01706,BLD108,2025-12-17,Corrective,In Progress,2.6,10700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00323,EQ00636,BLD041,2026-01-31,Calibration,In Progress,4.9,3600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00324,EQ00899,BLD058,2025-09-02,Corrective,Open,3.5,1250000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00325,EQ01773,BLD112,2025-06-27,Cleaning,Open,4.6,22750000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00326,EQ00955,BLD061,2025-03-29,Preventive,Completed,7.0,21650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00327,EQ01243,BLD080,2025-10-23,Calibration,Completed,5.5,2550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00328,EQ00939,BLD060,2025-10-13,Cleaning,Completed,0.6,20900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00329,EQ00906,BLD058,2025-04-16,Inspection,Completed,8.6,2500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00330,EQ01635,BLD104,2026-04-04,Calibration,Completed,7.8,6600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00331,EQ01113,BLD071,2025-06-02,Calibration,Completed,3.6,9950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00332,EQ01261,BLD081,2025-05-08,Calibration,Completed,3.3,6950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00333,EQ00242,BLD016,2025-10-09,Cleaning,Completed,6.4,1700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00334,EQ00841,BLD054,2026-01-14,Corrective,In Progress,4.2,20950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00335,EQ01799,BLD114,2025-07-01,Cleaning,In Progress,4.2,13300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00336,EQ00200,BLD014,2025-12-06,Corrective,Completed,10.3,4700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00337,EQ01015,BLD064,2026-03-27,Cleaning,Completed,1.5,400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00338,EQ00826,BLD053,2025-04-08,Preventive,Open,11.4,13950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00339,EQ01642,BLD104,2025-04-04,Preventive,Open,10.0,6500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00340,EQ00288,BLD019,2025-02-10,Inspection,Completed,9.1,12050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00341,EQ00841,BLD054,2026-02-02,Calibration,Open,1.6,20150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00342,EQ01818,BLD115,2026-03-28,Cleaning,Open,5.2,18950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00343,EQ01691,BLD108,2025-02-10,Cleaning,In Progress,10.8,22700000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00344,EQ00872,BLD056,2025-02-24,Cleaning,Open,4.3,14400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00345,EQ00324,BLD021,2025-09-17,Corrective,In Progress,11.9,21150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00346,EQ01201,BLD077,2025-02-04,Calibration,Open,2.8,22850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00347,EQ00097,BLD006,2026-06-17,Cleaning,Open,2.6,450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00348,EQ01903,BLD119,2026-02-11,Calibration,Open,2.5,4100000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00349,EQ01149,BLD074,2025-05-28,Preventive,Completed,7.9,17100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00350,EQ01364,BLD087,2026-05-25,Corrective,Completed,9.8,5600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00351,EQ01563,BLD099,2026-08-17,Corrective,Completed,1.2,17450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00352,EQ00526,BLD034,2025-07-05,Calibration,Completed,10.8,21500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00353,EQ00118,BLD008,2025-09-19,Cleaning,Open,7.3,19850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00354,EQ01395,BLD089,2026-02-14,Inspection,Open,0.4,22250000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00355,EQ00749,BLD048,2025-07-10,Calibration,Open,2.4,6200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00356,EQ00058,BLD004,2025-05-03,Corrective,Open,1.9,11200000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00357,EQ00475,BLD030,2026-01-22,Calibration,Completed,3.9,16200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00358,EQ01412,BLD090,2026-09-04,Calibration,Open,6.9,18100000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00359,EQ00321,BLD021,2026-01-25,Cleaning,Completed,11.2,21550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00360,EQ01726,BLD110,2026-08-25,Calibration,Completed,2.1,15850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00361,EQ01786,BLD113,2025-07-11,Calibration,Completed,9.0,17800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00362,EQ00094,BLD006,2025-10-04,Calibration,Open,0.2,20500000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00363,EQ00735,BLD047,2026-05-30,Inspection,Open,11.2,7300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00364,EQ01691,BLD108,2025-12-30,Inspection,In Progress,8.5,7200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00365,EQ01740,BLD110,2025-12-17,Preventive,Completed,11.6,11550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00366,EQ00427,BLD028,2025-12-09,Cleaning,In Progress,9.4,8750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00367,EQ01917,BLD120,2025-06-19,Cleaning,Completed,3.4,8700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00368,EQ00557,BLD036,2025-04-15,Corrective,Completed,3.7,15300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00369,EQ01417,BLD090,2026-04-24,Calibration,Open,8.0,18000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00370,EQ01870,BLD117,2026-07-23,Calibration,Completed,3.0,24300000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00371,EQ00310,BLD021,2026-05-12,Corrective,Completed,1.2,20400000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00372,EQ00945,BLD060,2025-09-07,Preventive,Completed,11.4,3950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00373,EQ01611,BLD102,2025-04-18,Inspection,Open,9.4,9450000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00374,EQ00867,BLD056,2026-06-10,Corrective,Completed,7.2,12600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00375,EQ01479,BLD094,2026-02-02,Preventive,Open,1.6,24050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00376,EQ01532,BLD097,2025-06-08,Preventive,Completed,4.9,6450000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00377,EQ00998,BLD064,2026-07-15,Calibration,Open,4.6,19700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00378,EQ00851,BLD055,2025-04-27,Inspection,In Progress,1.0,3600000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00379,EQ01411,BLD090,2026-01-19,Inspection,In Progress,8.6,23350000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00380,EQ01641,BLD104,2026-06-13,Inspection,In Progress,10.8,11150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00381,EQ00042,BLD003,2025-01-13,Calibration,Open,7.9,2950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00382,EQ01348,BLD086,2025-05-12,Preventive,Open,0.1,12650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00383,EQ01270,BLD081,2025-03-08,Calibration,Completed,3.3,16950000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00384,EQ00362,BLD024,2026-01-22,Calibration,Open,7.6,6450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00385,EQ00566,BLD037,2026-02-22,Corrective,Completed,3.1,3400000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00386,EQ00574,BLD037,2025-08-28,Inspection,Completed,4.6,20850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00387,EQ00100,BLD007,2026-02-14,Calibration,Completed,7.3,10150000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00388,EQ00131,BLD009,2025-02-13,Preventive,In Progress,9.8,5100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00389,EQ01611,BLD102,2025-07-02,Corrective,Open,10.2,14350000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00390,EQ01579,BLD100,2026-05-09,Inspection,Open,0.3,6800000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00391,EQ00069,BLD005,2026-08-18,Calibration,Completed,7.5,3300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00392,EQ00868,BLD056,2025-03-13,Cleaning,In Progress,1.0,11900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00393,EQ01267,BLD081,2025-12-31,Corrective,Completed,2.8,6800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00394,EQ01439,BLD092,2025-03-16,Cleaning,In Progress,5.5,4800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00395,EQ00054,BLD004,2025-06-12,Inspection,Completed,11.5,24550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00396,EQ00624,BLD041,2026-02-11,Calibration,Completed,0.9,21350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00397,EQ01188,BLD077,2026-04-05,Calibration,Open,1.8,21800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00398,EQ01213,BLD078,2026-06-07,Preventive,Completed,9.3,19800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00399,EQ00352,BLD023,2025-03-24,Inspection,Open,11.6,450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00400,EQ00693,BLD044,2026-06-21,Preventive,In Progress,4.8,21500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00401,EQ00135,BLD009,2025-05-30,Inspection,Open,6.8,7450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00402,EQ00058,BLD004,2026-02-19,Corrective,In Progress,9.2,10350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00403,EQ01155,BLD074,2025-11-05,Cleaning,Completed,0.6,7950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00404,EQ01569,BLD099,2026-08-13,Corrective,In Progress,8.9,18650000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00405,EQ00302,BLD020,2025-01-18,Corrective,In Progress,11.9,5000000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00406,EQ01523,BLD097,2025-04-24,Inspection,Completed,7.7,13350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00407,EQ00782,BLD050,2025-03-26,Inspection,Completed,9.7,17500000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00408,EQ00892,BLD057,2026-02-27,Inspection,Completed,3.9,13650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00409,EQ00647,BLD042,2026-06-30,Inspection,Completed,0.9,10550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00410,EQ00235,BLD016,2026-01-23,Calibration,Completed,10.9,2900000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00411,EQ01365,BLD087,2026-06-19,Calibration,Completed,9.0,8750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00412,EQ01491,BLD095,2025-06-26,Cleaning,Completed,3.1,950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00413,EQ01586,BLD100,2025-07-22,Corrective,Open,2.9,600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00414,EQ01490,BLD095,2025-11-29,Preventive,Completed,6.2,20150000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
